,date,tic,open,high,low,close,adjcp,volume,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,open_r,high_r,low_r,close_r,volume_r
3272,2021/1/4,JNJ,157.2400055,157.3800049,154.1300049,156.5,149.704895,11765900,0.504317827,0.299529126,0.326967826,0.593484355,0.606931153,0.328835647,0.315440983,0.319951066,0.593202052,0.270004229,0.545559016,0.493510352,0.672291497
3272,2021/1/4,JPM,127.5,127.8600006,124.7799988,125.8700027,119.0296097,16819900,0.527941423,0.241723042,0.257612698,0.613403778,0.621478907,0.543863896,0.253457481,0.243306339,0.620855836,0.310404622,0.562369415,0.477077884,0.635348689
3272,2021/1/4,KO,54.27000046,54.63000107,52.02999878,52.75999832,50.03010178,25611100,0.42957829,0.099705731,0.111514665,0.51954734,0.514886114,0.154987024,0.107159398,0.107805743,0.531700158,0.245120185,0.349970329,0.355562154,0.732977903
3272,2021/1/4,MCD,214.4900055,214.7200012,208.2200012,210.2200012,202.1446838,4055400,0.384646605,0.414331404,0.459388586,0.462633825,0.478945876,0.033930532,0.449675256,0.472833902,0.596244407,0.274243957,0.488085498,0.430684815,0.582558116
3272,2021/1/4,MMM,175,176.1999969,170.5500031,171.8699951,161.6776581,2996200,0.439484427,0.338234315,0.37861202,0.512297899,0.476581224,0.080797525,0.365918343,0.370186475,0.606733089,0.322425156,0.522495987,0.446097789,0.593109066
3272,2021/1/4,MRK,78.24427795,78.33015442,76.22137451,77.25190735,72.70168304,10502637,0.413243336,0.148998395,0.161897255,0.5061357,0.520106648,0.004592746,0.158633407,0.162107526,0.61477993,0.293042327,0.527519984,0.473556816,0.628942038
3272,2021/1/4,MSFT,222.5299988,223,214.8099976,217.6900024,214.4790955,37130100,0.498981237,0.435719022,0.464925092,0.514910963,0.54054583,0.043673283,0.457586173,0.470106037,0.60215866,0.286949814,0.458831258,0.426643717,0.612567994
3272,2021/1/4,NKE,142.8500061,142.9700012,138.3200073,140.1000061,137.9985504,6178500,0.502633966,0.273972667,0.298847412,0.593641506,0.558996966,0.166335223,0.289140516,0.287320391,0.6620809,0.338905609,0.535229437,0.476052315,0.650363312
3272,2021/1/4,PG,139.6600037,139.8600006,136.3500061,137.8200073,131.1819611,8330900,0.404421908,0.264781432,0.298462606,0.493329745,0.525370878,0.039880158,0.288567849,0.302258143,0.623142086,0.303630775,0.549388747,0.476893591,0.644795776
3272,2021/1/4,TRV,140.6300049,140.6600037,134.3200073,135.6499939,130.513855,1559700,0.482806236,0.267217109,0.293963491,0.548527021,0.540730087,0.050732427,0.284818393,0.280691309,0.610944624,0.283429948,0.402015709,0.373919112,0.590358654
3272,2021/1/4,UNH,351.4500122,352.0799866,340.3800049,349.5,341.3450012,4203800,0.503142589,0.679844603,0.741248992,0.568163981,0.579217803,0.109473414,0.724261752,0.738978595,0.613167218,0.295946989,0.489797977,0.503009463,0.654708749
3272,2021/1/4,VZ,58.95999908,59.15000153,58.43999863,58.84999847,53.37649918,19129800,0.394455742,0.114033342,0.123754172,0.468414004,0.432169787,0.091330837,0.122038693,0.124303172,0.622088477,0.314248271,0.643860813,0.524624966,0.571938232
3272,2021/1/4,WBA,40.16999817,41.56000137,39.93999863,41.40000153,38.56230927,9101800,0.415528148,0.07734164,0.080533536,0.544983077,0.547697164,0.186505032,0.079353721,0.07917591,0.646013462,0.543754916,0.68721908,0.679958199,0.520733266
3272,2021/1/4,WMT,144.3000031,146.8899994,144.2799988,146.5299988,142.5393982,10727400,0.378817035,0.284248251,0.314224303,0.524855902,0.483035835,0.080561008,0.309725755,0.316202234,0.605692341,0.393524383,0.683366175,0.587797496,0.616823509
3273,2021/1/5,AAPL,128.8899994,131.7400055,128.4299927,131.0099945,129.4559479,97664900,0.548116582,0.260958606,0.262639071,0.577676025,0.564834126,0.084362244,0.261652591,0.261057928,0.572956343,0.387005191,0.629178263,0.570107069,0.395718811
3273,2021/1/5,AMGN,226.9400024,228.8999939,224.3500061,227.7599945,215.6359863,2494000,0.394942833,0.446169895,0.492916004,0.484649123,0.533029079,0.01081945,0.477800824,0.498456555,0.606952097,0.334224518,0.612435217,0.538066759,0.434211128
3273,2021/1/5,AXP,118.2600021,119.2799988,117.0999985,118.6699982,115.8005829,2112700,0.448690438,0.234288028,0.251221584,0.552490939,0.493122603,0.036182334,0.248969702,0.240317977,0.611018833,0.338268389,0.626681352,0.540131941,0.370002618
3273,2021/1/5,BA,204.7400055,213.3500061,204.6000061,211.6300049,211.6300049,19338300,0.446781756,0.461846828,0.453112592,0.536114082,0.446020213,0.066891359,0.466675268,0.425200535,0.66343819,0.610755812,0.736897035,0.704862509,0.461560056
3273,2021/1/5,CAT,181.2100067,185.8000031,181.2100067,183.6399994,175.7509003,2933700,0.505974061,0.349849983,0.390014669,0.600280681,0.632473892,0.349237105,0.374836779,0.373117277,0.565564949,0.400220667,0.644603205,0.552259859,0.407965609
3273,2021/1/5,CRM,219.4900055,223,217.9900055,221.5200043,221.5200043,8657200,0.221387345,0.44160049,0.484566577,0.437741732,0.469592319,0.367572801,0.486681418,0.527221433,0.574873539,0.349349215,0.610266912,0.540793766,0.442833997
3273,2021/1/5,CSCO,43.68000031,44.06999969,43.38000107,43.97999954,41.76274872,17763700,0.435374967,0.081446539,0.092548614,0.559669982,0.50690467,0.080842441,0.087548831,0.084534226,0.557742297,0.2862649,0.593238452,0.519304749,0.410754741
3273,2021/1/5,CVX,85.48999786,89.22000122,85.31999969,87,80.41003418,13414800,0.4029412,0.175331105,0.178127472,0.530014114,0.488622402,0.179150231,0.183017533,0.174309446,0.658542057,0.615977931,0.723643182,0.632687369,0.567365043
3273,2021/1/5,DIS,176.1999969,180.3399963,176.1999969,178.4400024,178.4400024,7771800,0.755929355,0.361695244,0.336997856,0.676745179,0.575729709,0.435708854,0.343942853,0.317778884,0.545058207,0.36728897,0.624340281,0.53561112,0.358674947
3273,2021/1/5,GS,263.8800049,273.5,262.5700073,270.9299927,261.1130676,4207100,0.829738467,0.520739301,0.511576263,0.696111016,0.638725878,0.733327526,0.517963785,0.493544702,0.571609562,0.478440872,0.618967863,0.61282468,0.519797994
3273,2021/1/5,HD,262.6600037,266.5299988,262.2600098,266.0499878,255.7480774,3822600,0.345163522,0.525849286,0.580719686,0.463146928,0.462161348,0.270961564,0.56924873,0.599449111,0.568064684,0.334268083,0.637382531,0.55179243,0.421689683
3273,2021/1/5,HON,206.9799957,210.1900024,206.9799957,208.4600067,200.8040466,2172100,0.499798137,0.410861836,0.460040417,0.579354252,0.491550302,0.018066734,0.44225703,0.42611302,0.568774042,0.340003124,0.647774144,0.52782639,0.466871703
3273,2021/1/5,IBM,119.5124283,121.1089859,119.1300201,120.5927353,109.3907623,6395872,0.447262211,0.229391597,0.2581342,0.545633593,0.580893947,0.131197786,0.247843603,0.248448456,0.654823286,0.413665423,0.712164514,0.593086836,0.520338017
3273,2021/1/5,INTC,49.45000076,50.83000183,49.33000183,50.61000061,47.44765854,24866600,0.422471002,0.095577274,0.096812689,0.538077826,0.560032333,0.294928443,0.097972478,0.100353839,0.570297355,0.421767345,0.633831894,0.598096977,0.342660799
3273,2021/1/5,JNJ,156.25,158.7599945,155.0700073,158.3399963,151.4649963,9602300,0.512005434,0.301261593,0.326779626,0.612414264,0.620540499,0.384235969,0.316240714,0.320299751,0.588621386,0.363845539,0.619175351,0.56751947,0.436592121
3273,2021/1/5,JPM,124.9899979,126.3000031,123.7699966,125.6500015,119.6772766,13731200,0.524670548,0.242423473,0.257547262,0.610510378,0.595813438,0.458183145,0.254177954,0.244187092,0.553717496,0.292203952,0.570922316,0.50990763,0.436662607
3273,2021/1/5,KO,52.33000183,52.61999893,52.02999878,52.18000031,49.48011398,20323800,0.423424724,0.099772704,0.11106134,0.50058917,0.431364097,0.154987024,0.107091563,0.107869208,0.546219808,0.25276085,0.589130531,0.470467567,0.430234518
3273,2021/1/5,MCD,210.1799927,211.9499969,209.6199951,211.4799957,203.3562317,2576100,0.383721489,0.414369245,0.459511344,0.475724759,0.480648977,0.033930532,0.449416057,0.472305524,0.597726834,0.323481842,0.659349912,0.542932732,0.379760071
3273,2021/1/5,MMM,172.0099945,173.25,170.6499939,171.5800018,161.4048462,2295300,0.42912952,0.338382966,0.37824199,0.508922011,0.434993043,0.080797525,0.365916201,0.37032927,0.604229384,0.322181526,0.632212348,0.510165985,0.42223987
3273,2021/1/5,MRK,76.97518921,77.67175293,76.25,77.38549805,72.8274231,10956526,0.414287484,0.148861065,0.161875755,0.509848083,0.510341282,0.004592746,0.158681783,0.162129355,0.57577927,0.305321033,0.594673355,0.524740936,0.492276943
3273,2021/1/5,MSFT,217.2599945,218.5200043,215.6999969,217.8999939,214.6860046,23823000,0.483721057,0.435687687,0.465758033,0.516353041,0.524270654,0.043673283,0.45797747,0.470376129,0.586176154,0.294780822,0.619148935,0.521478963,0.38202733
3273,2021/1/5,NKE,138.6000061,141.6600037,138.6000061,141.2299957,139.1115875,4163100,0.497790399,0.274066151,0.299648472,0.605471386,0.556548807,0.166335223,0.289806007,0.287745454,0.529676238,0.342362267,0.609141197,0.551771369,0.393132217
3273,2021/1/5,PG,137.9900055,138.9199982,136.2700043,138.6999969,132.0195618,6856400,0.407656527,0.265050141,0.298428538,0.508752102,0.525820179,0.046855931,0.288508583,0.302149295,0.606940156,0.32186964,0.60568883,0.5446023,0.438500487
3273,2021/1/5,TRV,135.7200012,136.4499969,133.1199951,134.5299988,129.4362793,937700,0.466675517,0.267355283,0.29343679,0.535965661,0.47885431,0.117995099,0.284865521,0.281389049,0.602297949,0.30832841,0.558345268,0.482141933,0.367275019
3273,2021/1/5,UNH,348.6900024,351.3599854,344.480011,344.7999878,336.7546387,3160500,0.49829337,0.678323305,0.741863534,0.542574009,0.570596032,0.109473414,0.724818707,0.739804739,0.58396136,0.304587285,0.58576016,0.459996007,0.417980951
3273,2021/1/5,VZ,58.86000061,59.09000015,58.45999908,58.58000183,53.13161087,16220000,0.393789077,0.113587399,0.123601698,0.456816912,0.434526745,0.091330837,0.121922304,0.124280664,0.600058171,0.296505631,0.63522641,0.497792158,0.445256442
3273,2021/1/5,WBA,41.5,42.04000092,40.77000046,41.15999985,38.33875656,7431000,0.418432893,0.076472574,0.081032633,0.538783556,0.557995251,0.232740475,0.079590071,0.079326822,0.614588447,0.370461233,0.580299213,0.492633488,0.436680829
3273,2021/1/5,WMT,146.6000061,147.0700073,144.4900055,145.75,141.7806396,8832700,0.382942708,0.283384527,0.31451242,0.512278238,0.483009668,0.093607643,0.309270908,0.316364216,0.602049982,0.293952552,0.588582009,0.494655588,0.438602211
3274,2021/1/6,AAPL,127.7200012,131.0500031,126.3799973,126.5999985,125.0982819,155088000,0.524230831,0.260792839,0.263472259,0.534921587,0.540092892,0.00539047,0.262313798,0.261413255,0.436456366,0.271988721,0.45163005,0.373765131,0.587569767
3274,2021/1/6,AMGN,225,233.5299988,225,233.25,220.8337402,3754800,0.417811716,0.447997241,0.492332216,0.521954741,0.598597494,0.151074425,0.478520583,0.498329258,0.520543412,0.434630715,0.600116957,0.620192054,0.575479982
3274,2021/1/6,AXP,121,124.7300034,120.8099976,123.0599976,120.0844269,5861500,0.461033933,0.23385828,0.251520733,0.589181759,0.598457987,0.197485079,0.249718022,0.24093491,0.726010942,0.601847548,0.792904106,0.675175992,0.714127781
3274,2021/1/6,BA,210.2200012,215.6100006,209.3399963,211.0299988,211.0299988,16202200,0.428800006,0.457448005,0.452093864,0.533573928,0.455023689,0.024912627,0.467489995,0.426812973,0.555845082,0.392214127,0.608411163,0.505269162,0.442548709
3274,2021/1/6,CAT,187.1499939,197.2799988,186.1499939,193.8600006,185.5318756,8034700,0.544859397,0.358485768,0.383433033,0.656975627,0.788691121,0.573650312,0.376381262,0.374405752,0.722640594,0.752671761,0.764993082,0.754774688,0.711194305
3274,2021/1/6,CRM,218,220.4600067,215.7799988,216.1499939,216.1499939,9789800,0.209243693,0.441934286,0.481581019,0.415439095,0.451329502,0.403063327,0.483690278,0.525382809,0.49613345,0.23890906,0.511918496,0.413949943,0.510567179
3274,2021/1/6,CSCO,44.13000107,44.86999893,43.88999939,44.40000153,42.16157913,21823100,0.433637005,0.081445815,0.092560705,0.575591998,0.539685745,0.210372105,0.087793749,0.084702111,0.621028687,0.401507182,0.664514955,0.558103111,0.529361281
3274,2021/1/6,CVX,89,90.77999878,87.81999969,89.80000305,82.99795532,13916800,0.416117979,0.175060358,0.178224662,0.558230486,0.530060927,0.246111083,0.183303865,0.174892433,0.747715872,0.552344888,0.73786499,0.654659302,0.49101344
3274,2021/1/6,DIS,178.3200073,181.6100006,177.2799988,179.1199951,179.1199951,7517800,0.743554616,0.361132031,0.343374835,0.679822804,0.57658051,0.455939575,0.346659798,0.319776537,0.594606864,0.385447284,0.636033351,0.533620435,0.47514427
3274,2021/1/6,GS,276.2900085,288.3800049,273.1000061,285.5499878,275.2033386,6383500,0.891912312,0.53401528,0.506816607,0.735990619,0.677795742,0.805027463,0.522405151,0.496423109,0.726978164,0.688546829,0.72881244,0.747564751,0.577248154
3274,2021/1/6,HD,264.0599976,269.769989,261.8699951,267.5700073,257.209259,3949200,0.351369688,0.525599815,0.582117827,0.474858161,0.484800109,0.135751035,0.569088784,0.598772034,0.550557202,0.360865929,0.577141279,0.541736518,0.490070821
3274,2021/1/6,HON,209.4499969,213.9799957,209.2299957,212.2599945,204.4644623,2747900,0.501407161,0.411072817,0.460057382,0.601903584,0.567766121,0.16482827,0.442989641,0.427510713,0.629689341,0.442078716,0.70121717,0.595127456,0.536013778
3274,2021/1/6,IBM,121.319313,126.080307,121.1472244,123.6042099,112.1224899,8322708,0.459243008,0.231315116,0.256896347,0.578621373,0.724134972,0.36628382,0.248686669,0.248501369,0.637946201,0.565710191,0.706999467,0.623894597,0.542408122
3274,2021/1/6,INTC,50.43999863,52.15000153,50.20000076,51.09999847,47.90704346,36809600,0.428748722,0.095825488,0.096728064,0.548209899,0.58390626,0.367176461,0.098380198,0.100290375,0.577222061,0.467740188,0.625800641,0.55866621,0.57164369
3274,2021/1/6,JNJ,157.2400055,160.2299957,156.7200012,159.8300018,152.8903351,8230100,0.521901106,0.303169696,0.327016124,0.626965969,0.634491534,0.437140066,0.317202535,0.320626667,0.554004552,0.347570346,0.612181679,0.55750726,0.447705503
3274,2021/1/6,JPM,129.8800049,132.7700043,127.8799973,131.5500031,125.2968292,24909100,0.540666326,0.245899122,0.255702369,0.655581545,0.696483159,0.607388003,0.255390405,0.245306944,0.816802744,0.638233816,0.791078495,0.717675638,0.617761088
3274,2021/1/6,KO,51.97000122,52.02000046,50.18999863,50.52000046,47.90600204,38724500,0.412892653,0.10055727,0.109597751,0.451779832,0.332838715,0.33831163,0.106938044,0.107858507,0.572915942,0.250078395,0.433749476,0.381651065,0.628901438
3274,2021/1/6,MCD,211.3000031,211.7100067,209.0299988,211,202.8946991,3083400,0.381706414,0.41424535,0.460129548,0.47120101,0.475258174,0.058352456,0.449195417,0.471795225,0.59345088,0.277071965,0.6035249,0.507681424,0.523451547
3274,2021/1/6,MMM,172.7200012,175.5700073,172.0399933,174.1900024,163.8600769,3346400,0.429600146,0.337657801,0.379990191,0.537309801,0.51183988,0.056157971,0.366009027,0.370509701,0.641952194,0.421119322,0.694741402,0.582255811,0.568193538
3274,2021/1/6,MRK,76.88931274,78.95037842,76.63167572,78.60687256,73.97685242,10521396,0.419188398,0.148822068,0.161892955,0.542382537,0.558192215,0.152986719,0.158813282,0.162200475,0.557467508,0.401412463,0.615314656,0.584693479,0.473489431
3274,2021/1/6,MSFT,212.1699982,216.4900055,211.9400024,212.25,209.119339,35930700,0.451949296,0.435975542,0.46496589,0.476892974,0.473186095,0.158727255,0.458110283,0.470244773,0.428795337,0.227954874,0.502710783,0.406750501,0.575886747
3274,2021/1/6,NKE,141.25,143.5700073,139.5299988,142.3500061,140.2148132,6072900,0.496785958,0.274548192,0.299900967,0.616906656,0.578696716,0.256712117,0.290475069,0.288164984,0.599874936,0.377673577,0.600634321,0.551194642,0.568319344
3274,2021/1/6,PG,138.7700043,141.0399933,138.6000061,140.1600037,133.409256,10578000,0.415151671,0.265895149,0.29800904,0.533142039,0.638411721,0.131821318,0.288569991,0.302047456,0.602224512,0.379636837,0.672990053,0.562268923,0.581024762
3274,2021/1/6,TRV,136.1300049,139.1399994,135.4600067,139.1000061,133.8332214,1278900,0.468784263,0.267516247,0.294420846,0.576867175,0.565253061,0.044276506,0.285190412,0.282247663,0.675919358,0.492685075,0.721801509,0.662279288,0.553066127
3274,2021/1/6,UNH,337.1099854,359.4899902,335.1099854,359.269989,350.8869934,6561400,0.542172747,0.684102151,0.737745543,0.599958438,0.606278884,0.092946217,0.726573117,0.74096444,0.454638086,0.546861315,0.49790697,0.696390717,0.648360455
3274,2021/1/6,VZ,58.81000137,59.54000092,58.54000092,59.29000092,53.77556992,22678500,0.395863533,0.113109465,0.123691035,0.491092194,0.463602511,0.021438369,0.121868751,0.124279188,0.624364921,0.376497571,0.673233486,0.569067999,0.558701648
3274,2021/1/6,WBA,42.20999908,43.43000031,41.86999893,43.02999878,40.08057785,12503300,0.426925522,0.076772227,0.08082098,0.577520967,0.609292435,0.347533579,0.079982796,0.079573669,0.76403354,0.628390693,0.787894641,0.711176838,0.600697987
3274,2021/1/6,WMT,145.0899963,148.1000061,145.0099945,146.6600037,142.6658478,7306300,0.389568034,0.282938955,0.314701599,0.525987748,0.501030337,0.165993512,0.309015279,0.31650738,0.569655785,0.37478014,0.645135744,0.543998788,0.439649335
3275,2021/1/7,AAPL,128.3600006,131.6300049,127.8600006,130.9199982,129.3670502,109578200,0.518767059,0.261076656,0.264615748,0.567369222,0.557613355,0.026825665,0.263532675,0.261653829,0.688917993,0.528192112,0.741236808,0.662932184,0.40389697
3275,2021/1/7,AMGN,231.8600006,235.3699951,231.4700012,234.0200043,221.5627594,2647800,0.438253729,0.449712279,0.49149127,0.52692348,0.652397087,0.205155252,0.479363158,0.498126688,0.560396232,0.329067056,0.628805003,0.531446645,0.40345431
3275,2021/1/7,AXP,124.0999985,125.6900024,117.3499985,121.6600037,119.1345749,8696600,0.465439626,0.233054966,0.252031532,0.573665074,0.561866715,0.038544753,0.250115746,0.241490224,0.653645477,0.408884537,0.380916541,0.468832102,0.572163872
3275,2021/1/7,BA,213.3899994,216.6000061,211.7799988,212.7100067,212.7100067,14474100,0.420171518,0.452719115,0.452195186,0.539888513,0.464051892,0.00637044,0.467574253,0.428486663,0.671324617,0.441523368,0.700323899,0.551325141,0.457099637
3275,2021/1/7,CAT,196.8500061,197.3699951,192.1999969,194.2299957,185.8860016,5297500,0.575056906,0.36430909,0.380159299,0.658788142,0.778744097,0.574878841,0.377770081,0.375572464,0.69876328,0.387661629,0.622848291,0.525505745,0.388206078
3275,2021/1/7,CRM,217.0299988,220.6600037,216.5,217.9799957,217.9799957,8443100,0.208195686,0.44125364,0.480144962,0.425753316,0.454543518,0.39548764,0.480858369,0.52357149,0.625303356,0.405592859,0.687953253,0.553480989,0.449114681
3275,2021/1/7,CSCO,44.20000076,45.11000061,44.16999817,44.95999908,42.69334412,18218800,0.433913585,0.081533712,0.092591794,0.595753554,0.56600539,0.244514488,0.088030812,0.084871842,0.569809829,0.37391865,0.644476963,0.571168539,0.44173798
3275,2021/1/7,CVX,90.38999939,90.81999969,89.30999756,90.22000122,83.38613129,9286600,0.427808748,0.174619588,0.178437541,0.562308015,0.54246007,0.247793,0.183246028,0.175472099,0.641473263,0.343815624,0.642709814,0.537315934,0.390930173
3275,2021/1/7,DIS,179.5,179.9499969,177.5800018,178.5800018,178.5800018,7300800,0.728266613,0.35925146,0.351145406,0.67454698,0.571289332,0.455939575,0.348987589,0.321754635,0.612686558,0.30011598,0.622626728,0.50450327,0.476037599
3275,2021/1/7,GS,287.769989,295.8900146,286.6799927,291.6499939,281.0823059,4009700,0.955669936,0.54788963,0.502649722,0.750143129,0.688465692,0.829726935,0.52689079,0.499283804,0.649266618,0.505314313,0.702902577,0.608494622,0.377213568
3275,2021/1/7,HD,266.9500122,268.7799988,266.1700134,266.2600098,255.9499664,3833200,0.352519312,0.524879223,0.583973264,0.465798953,0.495871335,0.135751035,0.568721766,0.598010092,0.583964318,0.299390596,0.644144493,0.496478125,0.475918874
3275,2021/1/7,HON,212.8899994,214.0099945,210.8000031,212.6100006,204.8016052,2057300,0.502827545,0.411206557,0.460024179,0.603926648,0.582820365,0.165883109,0.44356302,0.42888516,0.618164678,0.323580307,0.633619536,0.524398222,0.417031995
3275,2021/1/7,IBM,124.3212204,124.7227554,122.6194992,123.3173981,111.8623199,4714740,0.467128407,0.232530088,0.256196395,0.574511892,0.707630334,0.36628382,0.249294223,0.248564159,0.636495441,0.3288102,0.626660758,0.50746511,0.353785375
3275,2021/1/7,INTC,51.49000168,52.68999863,51.29999924,52.18999863,48.92892838,32092300,0.43714342,0.096354883,0.09645316,0.569918692,0.608695693,0.394317058,0.098817908,0.100228017,0.648345685,0.472202435,0.702625183,0.608359912,0.451575341
3275,2021/1/7,JNJ,159,161.0299988,158.3500061,160.3699951,153.4068756,7747200,0.530219227,0.305307447,0.326527818,0.632143801,0.641530987,0.463933672,0.318380711,0.320941406,0.565354531,0.318793335,0.618392223,0.531776618,0.46896629
3275,2021/1/7,JPM,135.6900024,138.1900024,134.9199982,135.8699951,129.4114685,21940400,0.566261442,0.251287374,0.252589909,0.68333735,0.754543288,0.685053154,0.256675687,0.246540442,0.802605151,0.598007515,0.841398878,0.657454446,0.45389767
3275,2021/1/7,KO,50.09000015,50.25999832,49.52000046,49.95999908,47.37497711,53225700,0.40274928,0.101267968,0.108050833,0.436912923,0.300464965,0.389837173,0.106743823,0.107816812,0.543880953,0.236560509,0.551035573,0.470076776,0.554822404
3275,2021/1/7,MCD,213.2200012,213.2200012,210.5599976,211.9799957,203.8370514,3142000,0.383770075,0.414038147,0.461177214,0.481612369,0.501638059,0.010107303,0.448836965,0.471273858,0.667041402,0.338375205,0.664266027,0.537177247,0.486950908
3275,2021/1/7,MMM,171.5599976,173.4600067,166.1600037,169.7200012,159.6551666,5863400,0.41473799,0.338564472,0.378324566,0.487392589,0.371911526,0.213765515,0.365693419,0.370549182,0.501256816,0.242771065,0.38284142,0.407892318,0.609886637
3275,2021/1/7,MRK,78.76908112,80.50572205,78.31106567,80.17175293,75.44955444,10447931,0.4282103,0.149202558,0.161633131,0.579386762,0.628858075,0.296481726,0.159068104,0.162329336,0.612311447,0.426979428,0.653538165,0.602289241,0.481091561
3275,2021/1/7,MSFT,214.0399933,219.3399963,213.7100067,218.2899933,215.0702515,27694500,0.446914824,0.436059391,0.465382003,0.517657149,0.51691632,0.055807028,0.458694372,0.47013002,0.653530617,0.487073991,0.721582176,0.638760209,0.423628639
3275,2021/1/7,NKE,143.1999969,145.6399994,143,144.9499969,142.7757874,5256900,0.503777773,0.275982865,0.299553181,0.641836647,0.624703456,0.339647518,0.291247667,0.288736533,0.637597282,0.420193372,0.706795727,0.595280678,0.449953142
3275,2021/1/7,PG,139.75,140.1300049,138.0399933,138.8500061,132.1623383,7355400,0.416584318,0.266080352,0.297974812,0.509655161,0.584253141,0.079779832,0.288576418,0.301839352,0.58002919,0.268613379,0.580886005,0.477492306,0.400270851
3275,2021/1/7,TRV,139.5200043,139.7200012,137.7200012,139.0700073,133.8043823,1258100,0.46969004,0.267815005,0.294932653,0.576522098,0.586259538,0.075214288,0.285507449,0.283078974,0.618496742,0.298968469,0.614164864,0.516443855,0.478961632
3275,2021/1/7,UNH,358.5400085,366.4500122,357.9200134,365.0299988,356.5126038,3366700,0.59443938,0.692424364,0.731981308,0.619609276,0.695368798,0.04535002,0.728713114,0.742258081,0.585810407,0.399873357,0.653573751,0.585758043,0.33133627
3275,2021/1/7,VZ,58.27000046,58.75999832,58.08000183,58.52999878,53.65456772,19079900,0.395118559,0.112534832,0.123698702,0.459018757,0.433864146,0.082193002,0.121747363,0.124241552,0.48763482,0.211914741,0.547109605,0.462681135,0.443491934
